sample_id,property_organic_content
test_00116,16.400070306349484
test_00117,91.48656338657645
test_00118,38.37015610491456
test_00119,22.328564996205422
test_00120,26.50831362757184
test_00121,15.313615079927597
test_00122,51.56479880373645
test_00123,20.494496838669896
test_00124,13.063801891684179
test_00125,12.206973413604489
test_00126,32.59520480295813
test_00127,22.569377186826
test_00128,23.81905169532751
test_00129,14.259158422736604
test_00130,27.814667559785317
test_00131,43.81565645035506
test_00132,13.976572819863668
test_00133,38.357551910723295
test_00134,15.290801937011144
test_00135,14.387512962269435
test_00136,28.969602285941146
test_00137,24.339243089262958
test_00138,24.516365267876743
test_00139,22.842368941083663
test_00140,27.634876512218433
test_00141,17.600372265958992
test_00142,33.64238054789903
test_00143,29.12477850055613
test_00144,36.244215912147666
test_00145,18.962564776763188
test_00146,28.893784793344672
test_00147,39.10259345080863
test_00148,28.11617711256841
test_00149,22.01207192915502
test_00150,16.89867058823499
test_00151,32.95571297996856
test_00152,36.937962006314955
test_00153,14.617518315785578
test_00154,22.142358499475385
test_00155,25.27599419558118
test_00156,30.52394112211702
test_00157,59.824038673746905
test_00158,16.76989825277251
test_00159,11.21955379267617
test_00160,87.71082004213022
test_00161,30.112740524113917
test_00162,24.209343583005765
test_00163,15.615940408420695
test_00164,24.850385867273896
test_00165,21.621320096630427
test_00166,34.70436254409665
test_00167,28.910820997428324
test_00168,38.587760832363244
test_00169,18.137059900984205
test_00170,13.763711736034216
test_00171,37.924273536359635
test_00172,41.249364352827754
test_00173,19.75075411848204
test_00174,17.681959182291422
test_00175,21.577183063056097
test_00176,22.68695705731259
test_00177,23.771455877177992
test_00178,54.62180291552454
test_00179,40.34854877040125
test_00180,51.43829921895484
test_00181,12.19703421900456
test_00182,16.337636902931358
test_00183,23.56692578526849
test_00184,13.264102197003911
test_00185,37.66455462013641
test_00186,25.223622572149722
test_00187,49.037858053318324
test_00188,24.423934076090315
test_00189,31.17864339293585
test_00190,29.34630920089167
test_00191,35.57737826557432
test_00192,23.570117773830162
test_00193,18.60125589242487
test_00194,38.405013087937974
test_00195,19.388984192193817
test_00196,73.06321423451058
test_00197,17.747068722564606
test_00198,28.000779287699658
test_00199,74.75221836091
test_00200,17.44857793206028
test_00201,39.23757127129834
test_00202,19.301645730701633
test_00203,33.456530609133765
test_00204,92.5782846195286
test_00205,13.767251846044058
test_00206,36.8720353934396
test_00207,41.573396232422844
test_00208,20.86242611724411
test_00209,16.121640675257073
test_00210,20.857865449735744
test_00211,19.136474431818968
test_00212,21.468899163215944
test_00213,68.19893976019443
test_00214,16.298776754335982
test_00215,45.79130985972672
test_00216,59.080306139572144
test_00217,37.27175014982125
test_00218,18.099709226091868
test_00219,23.461135045262143
test_00220,22.978400740529004
test_00221,45.76870495633945
test_00222,15.131742409885495
test_00223,115.57282159346171
test_00224,18.774271307979838
test_00225,28.01766425730877
test_00226,29.656488937005303
test_00227,20.680307239054475
test_00228,47.96694019766038
test_00229,30.750763813499372
test_00230,25.685517407636535
test_00231,141.28610992833327
test_00232,29.67425873158829
test_00233,14.202153835231792
test_00234,53.04847905439764
test_00235,30.392933193448886
test_00236,34.825307113465016
test_00237,36.04430290302844
test_00238,16.2151699573539
test_00239,35.49050526261775
test_00240,34.373449049321344
test_00241,43.25516285676419
test_00242,12.644586326142742
test_00243,26.74838180853513
test_00244,12.6523908554062
test_00245,47.97342321675784
test_00246,14.315247303711974
test_00247,23.21554994577121
test_00248,59.94433151917599
test_00249,28.09510062857757
test_00250,15.012762382352673
test_00251,15.414989880635613
test_00252,25.15434705178555
test_00253,25.528428426855346
test_00254,21.18012999008176
test_00255,17.976771648333692
test_00256,21.544800573741988
test_00257,7.060297967897013
test_00258,41.22524028858194
test_00259,16.96490859422861
test_00260,16.868742554044694
test_00261,17.300472481142478
test_00262,19.287881432051826
test_00263,24.562613218599548
test_00264,34.665951759254774
test_00265,24.816856500827793
test_00266,26.852186006422563
test_00267,24.416224133384304
test_00268,26.879937372039155
test_00269,24.491242488344444
test_00270,27.300134390714657
test_00271,24.262115917295052
test_00272,21.369699739126897
test_00273,21.902642492068907
test_00274,27.708959027430033
test_00275,12.410993861528826
test_00276,17.25664222859451
test_00277,40.868524287040785
test_00278,75.86394299600451
test_00279,80.7921112891318
test_00280,34.7095001270895
test_00281,13.321804599369809
test_00282,27.13007231340062
test_00283,13.627205408279432
test_00284,46.97147823784466
test_00285,30.6247281377184
test_00286,11.89494340827437
test_00287,22.04057853047035
test_00288,43.06957729134426
test_00289,19.77584456011264
test_00290,81.38206697543333
test_00291,30.978193756291283
test_00292,33.42692894812764
test_00293,48.477935653602444
test_00294,98.3890227778787
test_00295,19.953167417214537
test_00296,18.229239401775256
test_00297,14.06253394457932
test_00298,33.47978766775675
test_00299,22.40454008229516
test_00300,45.785652508466264
test_00301,33.96422344854504
test_00302,44.7999502734049
test_00303,25.3000041957006
test_00304,20.297783286369782
test_00305,20.879985971562895
test_00306,13.508183041276443
test_00307,18.395458831523303
test_00308,25.490030792097606
test_00309,13.515284547072199
test_00310,29.20348983492613
test_00311,16.896345010548792
test_00312,73.17798261970063
test_00313,49.479689563665374
test_00314,23.06202435408597
test_00315,29.638836623411283
test_00316,27.53944361420063
test_00317,35.42457805054498
test_00318,13.84357961257054
test_00319,20.90602054166171
test_00320,45.20805354839029
test_00321,12.148230832528704
test_00322,29.74712911465238
test_00323,22.66345945201983
test_00324,25.31780913015182
test_00325,23.106123311139477
test_00326,12.858984294684614
test_00327,29.16748623078674
test_00328,52.163348398067214
test_00329,18.549176526213547
test_00330,25.868097281274032
test_00331,22.750022267302434
test_00332,52.172329775066906
test_00333,27.125076125433587
test_00334,36.11483042680094
test_00335,20.64579299001366
test_00336,24.05109652880156
test_00337,25.921678035000888
test_00338,21.868981265770557
test_00339,27.6526454695637
test_00340,44.91793394636821
test_00341,91.93755621586048
test_00342,31.863807158030806
test_00343,32.904906050323255
test_00344,13.160017759756755
test_00345,28.8791001390477
test_00346,52.08808162621928
test_00347,28.841940904693168
test_00348,17.478391955094
test_00349,12.065389307726548
test_00350,17.09984282099826
test_00351,56.24612895515141
test_00352,58.348068621565254
test_00353,17.78295484371921
test_00354,53.753741654698544
test_00355,73.60454168973978
test_00356,28.541649829371586
test_00357,11.283338784940096
test_00358,15.803037534003431
test_00359,30.74041994704952
test_00360,30.022706750978863
test_00361,14.831956458213577
test_00362,57.92875854424551
test_00363,21.98309511087804
test_00364,54.67168304910424
test_00365,22.432297564500722
test_00366,24.826054121540288
test_00367,25.859030730511392
test_00368,43.245340199636395
test_00369,45.08979882184502
test_00370,19.426834976044262
test_00371,18.404331215343188
test_00372,42.392961432516
test_00373,39.64203860037274
test_00374,39.97494406557749
test_00375,17.313917951776226
test_00376,43.396410908636575
test_00377,19.01844735562574
test_00378,65.89184047312806
test_00379,31.407706443837554
test_00380,20.03975305681878
test_00381,27.521221549569002
test_00382,26.647152958985334
test_00383,44.75399968955594
test_00384,15.950229240175153
test_00385,33.5206575709861
test_00386,21.999947747775273
test_00387,15.63381081022122
test_00388,47.83805065278716
test_00389,31.743490404511725
test_00390,17.728210791567896
test_00391,32.29873285979891
test_00392,28.38757981996273
test_00393,18.143351770624417
test_00394,18.63892046566181
test_00395,18.57500305444026
test_00396,48.27286414849306
test_00397,24.181995635774037
test_00398,72.26426629827137
test_00399,47.15882121431325
test_00400,77.24557401212857
test_00401,18.170590924057347
test_00402,25.894802610825813
test_00403,16.43696386532681
test_00404,24.454507391727823
test_00405,39.00129028415257
test_00406,45.8212885238233
test_00407,41.327102392022105
test_00408,43.46060580934194
test_00409,22.842274994461462
test_00410,27.54379194113549
test_00411,24.984522557179734
test_00412,35.47852051691553
test_00413,26.15631167996246
test_00414,50.95865649105322
test_00415,14.623126182484322
test_00416,12.002344039345752
test_00417,71.08119321099377
test_00418,37.36992218887966
test_00419,118.01223711522137
test_00420,14.437275233519042
test_00421,36.32319756389096
test_00422,39.439481876524354
test_00423,29.73808097817186
test_00424,20.39718352151604
test_00425,14.319394780641053
test_00426,38.76039368577337
test_00427,31.382976002840316
test_00428,98.70321453161839
test_00429,16.666189488645784
test_00430,20.42128240135232
test_00431,18.54882150493154
test_00432,41.72112598890743
test_00433,32.53067565654427
test_00434,26.143713601931587
test_00435,39.89798783080963
test_00436,32.57926117475329
test_00437,26.652063988168713
test_00438,9.706548279755484
test_00439,49.424955369935695
test_00440,93.34990983156584
test_00441,39.66528580944481
test_00442,35.41414275718437
test_00443,18.71195119065603
test_00444,29.154303237282285
test_00445,16.769472421765407
test_00446,67.56943954174085
test_00447,27.93315137693896
test_00448,58.994770581108355
test_00449,48.305708759054866
test_00450,60.16260183132431
test_00451,19.579012041043377
test_00452,43.621662825755
test_00453,44.37075365050407
test_00454,16.264356130362494
test_00455,47.6479665936249
test_00456,25.222780734141438
test_00457,35.933139237094736
test_00458,34.89646863795808
test_00459,75.7443523068844
test_00460,11.965782600327405
test_00461,17.163658980564822
test_00462,16.55581428387796
test_00463,47.37762558010651
test_00464,20.28472539045187
test_00465,45.74680402150726
test_00466,28.503808626075447
test_00467,12.235234138418623
test_00468,49.32346567985722
test_00469,25.53574322966871
test_00470,20.747919341545494
test_00471,62.545107881949164
test_00472,32.10310034848597
test_00473,24.790462482494668
test_00474,18.851858644606676
test_00475,8.42769502658274
test_00476,64.47360187729902
test_00477,54.03809974443627
test_00478,30.15621241335048
test_00479,13.30410145317633
test_00480,23.397691487464677
test_00481,26.66954440440177
test_00482,20.712358572850995
test_00483,25.70085261445083
test_00484,14.329095899062953
test_00485,30.553483035083453
test_00486,27.32492353363409
test_00487,28.55890824766903
test_00488,33.866677526648594
test_00489,14.195186760270436
test_00490,39.430023522177706
test_00491,57.51696604910656
test_00492,26.604847477671466
test_00493,75.63133405336603
test_00494,31.73005514889748
test_00495,15.541027423081243
test_00496,11.945410553077751
test_00497,25.370078800167562
test_00498,18.990900772294573
test_00499,58.997883283701206
test_00500,26.05516776601798
test_00501,25.699840299186434
test_00502,17.52199974545217
test_00503,33.896741283686495
test_00504,22.981352261989695
test_00505,37.71436295749969
test_00506,26.345940510379695
test_00507,24.794835411134407
test_00508,27.041792412263458
test_00509,54.69682174485759
test_00510,59.1770890536779
test_00511,28.6381663693627
test_00512,24.56181918830383
test_00513,16.49419044062211
test_00514,29.780679115902853
test_00515,36.02105645040227
test_00516,40.851469264644436
test_00517,34.937826318986765
test_00518,32.050863848162415
test_00519,12.056424863539275
test_00520,16.155373296991026
test_00521,23.92307831738345
test_00522,13.67007062243356
test_00523,17.47673029042408
test_00524,31.010556972621544
test_00525,47.9096023794041
test_00526,31.50694235173379
test_00527,23.74870143854489
test_00528,21.311490425145486
test_00529,73.6618508834061
test_00530,47.33899061221287
test_00531,19.69230054193535
test_00532,21.54470329507765
test_00533,17.459425719439434
test_00534,16.301566819643828
test_00535,48.8955091036458
test_00536,51.576524993739284
test_00537,30.499741475075847
test_00538,30.889406222813555
test_00539,26.984356271262033
test_00540,29.990003013625135
test_00541,40.80595985603012
test_00542,41.39802983003169
test_00543,37.14129283067948
test_00544,18.459969075796987
test_00545,22.328482131225392
test_00546,37.7070940165151
test_00547,82.09196868764354
test_00548,27.3128857899273
test_00549,38.14238047493851
test_00550,15.983349663469605
test_00551,68.88081633741938
test_00552,27.897861085898988
test_00553,18.658891896540254
test_00554,19.924376486828628
test_00555,59.43880331478873
test_00556,14.834653746604005
test_00557,37.98488290759214
test_00558,15.338439766101905
test_00559,95.21602065314997
test_00560,19.261078762428742
test_00561,25.877529744204264
test_00562,36.910671025837175
test_00563,68.4951079105577
test_00564,26.412078304610713
test_00565,19.220257022430417
test_00566,32.609490390625346
test_00567,75.01665146200375
test_00568,59.99461371622091
test_00569,56.407622296099575
test_00570,34.25994135077703
test_00571,61.134984400867516
test_00572,10.98923360703961
test_00573,23.510124512012595
test_00574,14.82875438032168
test_00575,10.268016109353098
test_00576,16.34402098767208
test_00577,70.86667981312829
test_00578,36.53173426307162
test_00579,25.453935236121847
test_00580,18.801027923893564
test_00581,14.074125310514708
test_00582,16.45061946909508
test_00583,17.596496645238936
test_00584,21.879056957069455
test_00585,16.774328843144605
test_00586,18.373564701347348
test_00587,49.48802334309464
test_00588,24.94900526171477
test_00589,13.36622422923305
test_00590,9.237052612622433
test_00591,29.632949925756282
test_00592,18.042544768336946
test_00593,47.136743364480154
test_00594,12.727352415691406
test_00595,7.451143757556866
test_00596,18.67342468887158
test_00597,59.08816172539482
test_00598,12.96667739466343
test_00599,65.31159559601352
test_00600,13.60966113340371
test_00601,53.99646760642022
test_00602,76.53808852548887
test_00603,37.205206801723094
test_00604,20.921408662430633
test_00605,9.786795084946398
test_00606,15.734968811879464
test_00607,21.829171224868656
test_00608,59.32786660513506
test_00609,15.869246546102005
test_00610,53.67101643406285
test_00611,27.901849472733108
test_00612,16.269142763451967
test_00613,25.50182498817805
test_00614,29.03193473863101
test_00615,69.86947330614869
test_00616,48.610398717406305
test_00617,14.933242881615168
test_00618,55.82832410712316
test_00619,23.773519509036024
test_00620,25.77932484386374
test_00621,19.971234366438136
test_00622,12.22913910091298
test_00623,16.572322667264295
test_00624,15.146032496023503
test_00625,31.1930394818869
test_00626,22.077890607832522
test_00627,60.35732733242751
test_00628,20.84194030935868
test_00629,29.034060057464792
test_00630,52.06006002256207
test_00631,36.61996021369383
test_00632,47.09351388030504
test_00633,57.67698320249353
test_00634,15.138994298085802
test_00635,12.804933357619728
test_00636,83.81312375418385
test_00637,19.23434136092425
test_00638,21.37308186602882
test_00639,41.436591899491106
test_00640,47.995120169290615
test_00641,30.792240843422395
test_00642,24.617421118645517
test_00643,13.805583579858757
test_00644,26.731643204373324
test_00645,35.93124687779582
test_00646,20.912648160432706
test_00647,20.406575765514795
test_00648,19.639458277431874
test_00649,17.619970153021505
test_00650,67.37930920637545
test_00651,10.1620325365369
test_00652,29.546582581550133
test_00653,17.883844877531665
test_00654,20.6850346421557
test_00655,32.764378351242804
test_00656,13.970917650943704
test_00657,38.283526692748254
test_00658,17.227084729066764
test_00659,13.219692545942895
test_00660,15.949998934522537
test_00661,27.436089627075813
test_00662,72.65922366828745
test_00663,9.24839150888776
test_00664,42.52170478633478
test_00665,96.32517254290835
test_00666,25.426386041306586
test_00667,28.59147497367794
test_00668,25.578961372953316
test_00669,22.654628323081816
test_00670,17.38722485616722
test_00671,86.85480082281076
test_00672,31.85643300085273
test_00673,58.77277744608642
test_00674,31.310322389771407
test_00675,31.719050821670077
test_00676,19.403059904517026
test_00677,73.83570712822802
test_00678,42.29194919995826
test_00679,22.830699612786226
test_00680,25.0949392665756
test_00681,11.54901516014892
test_00682,18.784044136869127
test_00683,42.15816135266509
test_00684,51.597971260215104
test_00685,59.039682453870725
test_00686,39.1046869255369
test_00687,68.08793120086048
test_00688,15.87415420244162
test_00689,36.167642250152994
test_00690,16.345785060773515
test_00691,25.23537892468805
test_00692,10.488998908930885
test_00693,23.90648168192869
test_00694,37.741484112811406
test_00695,45.21620342614641
test_00696,49.43167077228864
test_00697,11.576530202673599
test_00698,17.22956856699583
test_00699,26.143297660582153
test_00700,21.442564848118273
test_00701,27.4996641859877
test_00702,20.498923550497175
test_00703,16.336782517748343
test_00704,92.91141155812129
test_00705,47.311642222754955
test_00706,47.623845500471134
test_00707,29.611680186915702
test_00708,119.07105386514638
test_00709,11.625596214614815
test_00710,36.29102907840378
test_00711,24.34314771719135
test_00712,34.778286090685285
test_00713,36.584076333608024
test_00714,17.271797156771562
test_00715,21.1209354406867
test_00716,47.053190588221725
test_00717,87.58325095882057
test_00718,46.667007387900924
test_00719,33.58884251071724
test_00720,51.04058359137006
test_00721,14.831700535753018
test_00722,70.31578135461196
test_00723,73.93656642240661
test_00724,35.32317054337288
test_00725,25.83705543396847
test_00726,71.67440157345152
test_00727,25.601763087806347
test_00728,28.00532544345537
test_00729,8.676211127846663
test_00730,33.88987923532462
test_00731,20.84658548452577
test_00732,25.347907558242202
test_00733,34.374319697878924
test_00734,16.267256268022837
test_00735,55.028978906860026
test_00736,30.918544674423156
test_00737,52.52860253760434
test_00738,32.19844296789218
test_00739,19.729331053242394
test_00740,15.086619110472341
test_00741,23.584046614140693
test_00742,38.33989263656451
test_00743,15.71555956123999
test_00744,53.24524887294105
test_00745,107.52094481714326
test_00746,24.511793532300086
test_00747,24.96594571891549
test_00748,13.47401002519949
test_00749,27.93558706592799
test_00750,47.50148162962887
test_00751,37.15374609924804
test_00752,32.058827645030036
test_00753,31.030463241829597
test_00754,69.29738175817822
test_00755,30.50878536232556
test_00756,10.373292734956602
test_00757,56.41535620939942
test_00758,66.71514950857781
test_00759,24.988459747824724
test_00760,71.71422803764558
test_00761,30.274681184180672
test_00762,41.01746060033667
test_00763,14.173321791665064
test_00764,35.70757449853552
test_00765,13.64821868999394
test_00766,33.73550555947698
test_00767,72.50055279872582
test_00768,15.414065072029064
test_00769,45.93892792003511
test_00770,16.896893482240124
test_00771,33.64504179645682
test_00772,88.43907022007018
test_00773,61.115589762006984
test_00774,18.705185796114563
test_00775,75.82432214100572
test_00776,48.180927492897844
test_00777,25.026301780692343
test_00778,25.51395699628445
test_00779,20.943601840683623
test_00780,11.622862757967663
test_00781,60.25271858801028
test_00782,57.256615661471145
test_00783,36.12408865883337
test_00784,26.47008654271834
test_00785,18.639779596122047
test_00786,21.70414346778183
test_00787,28.736176116297695
test_00788,32.68274523794204
test_00789,22.060761866896048
test_00790,102.35382649563752
test_00791,26.054022907186198
test_00792,14.701117345755407
test_00793,27.092158425776955
test_00794,23.823548060362544
test_00795,63.170292502874794
test_00796,39.104016623369425
test_00797,43.2901740587381
test_00798,38.06223333411953
test_00799,27.217218273363255
test_00800,33.56902647619533
test_00801,14.48143547503415
test_00802,39.21791170396189
test_00803,53.935386327451724
test_00804,19.69716679743161
test_00805,72.1897454885171
test_00806,31.895115548371372
test_00807,26.42800405746093
test_00808,35.34107045501264
test_00809,36.01405244440359
test_00810,15.694833896535817
test_00811,10.757764238504997
test_00812,23.06839615533371
test_00813,15.630187964287682
test_00814,13.98065089192744
test_00815,30.218565202749307
test_00816,22.925486753998868
test_00817,105.55403388003121
test_00818,26.14824008251254
test_00819,28.70847708808706
test_00820,24.839303032855348
test_00821,47.206236547279595
test_00822,30.905258147346768
test_00823,20.88708543303638
test_00824,83.76524058208025
test_00825,22.284359731527477
test_00826,20.930496131316495
test_00827,25.500285709577703
test_00828,83.8548877176338
test_00829,23.538638532537494
test_00830,58.07135097504556
test_00831,24.015893553636477
test_00832,35.93758269634608
test_00833,27.21807498894585
test_00834,19.451620307008096
test_00835,15.958243745098082
test_00836,10.728208354343879
test_00837,12.133571999423161
test_00838,13.014331250801257
test_00839,69.86565649711244
test_00840,41.05353807396712
test_00841,23.623832047752867
test_00842,33.40573702659578
test_00843,24.880801690454025
test_00844,27.209812304728644
test_00845,30.013540393801616
test_00846,51.908672929779655
test_00847,91.27922425406013
test_00848,27.383255173843207
test_00849,22.655544839176677
test_00850,11.038663602122508
test_00851,29.42983838190588
test_00852,14.236343445629277
test_00853,24.513278815097276
test_00854,15.244805147259886
test_00855,21.19738521818629
test_00856,15.979880816770242
test_00857,63.75097048886748
test_00858,26.2487723230196
test_00859,31.971147588972638
test_00860,15.81911509533757
test_00861,35.2777903278688
test_00862,45.705383283635456
test_00863,54.763349746540406
test_00864,22.046926691527553
test_00865,63.134133122722595
test_00866,21.65839098814761
test_00867,37.88137945598961
test_00868,20.491133120022234
test_00869,24.53255488536536
test_00870,37.40181744508646
test_00871,19.693825308933185
test_00872,26.86910404763549
test_00873,39.96947642524337
test_00874,36.8679556541886
test_00875,36.508207469266814
test_00876,22.90669104203649
test_00877,30.537621506393645
test_00878,14.577776879528324
test_00879,41.25461613583151
test_00880,30.46418614822852
test_00881,39.05828028913391
test_00882,30.45577929580056
test_00883,51.55545127201795
test_00884,17.992402042233905
test_00885,20.877461475505513
test_00886,65.45271965621816
test_00887,14.28351757943613
test_00888,66.69231973960953
test_00889,24.057813876783676
test_00890,31.55035403407279
test_00891,33.908926205342205
test_00892,45.6668822135959
test_00893,17.363358391997416
test_00894,28.708954255052618
test_00895,16.09083571947003
test_00896,41.87918304114765
test_00897,23.658418100279647
test_00898,54.55632801739294
test_00899,23.370437647726856
test_00900,35.63558489101091
test_00901,23.842913795633553
test_00902,31.561383773274308
test_00903,55.90071272482063
test_00904,24.55035473314166
test_00905,24.17036807452779
test_00906,35.06403138712894
test_00907,33.69394109300951
test_00908,83.48851719391455
test_00909,12.232449986118072
test_00910,14.222660259503963
test_00911,28.032226885006573
test_00912,10.892427328787376
test_00913,13.23774202932142
test_00914,25.613425045268844
test_00915,19.555176151022188
test_00916,16.834773742873022
test_00917,14.02601826841249
test_00918,45.61675536526941
test_00919,18.468749829573518
test_00920,49.304495460116385
test_00921,14.738355990809158
test_00922,71.01134617175424
test_00923,12.500669098295758
test_00924,51.50535853538884
test_00925,14.21688550938037
test_00926,45.740924271927334
test_00927,30.953181699170678
test_00928,31.603454293711206
test_00929,14.653523955362209
test_00930,45.20331083768651
test_00931,17.296944054447106
test_00932,16.874232719948356
test_00933,12.015219061071587
test_00934,30.52256402193509
test_00935,60.26378481499806
test_00936,51.5103342426072
test_00937,21.605330006341532
test_00938,68.1890895512249
test_00939,21.471740914012088
test_00940,15.928440877158057
test_00941,74.93342793990632
test_00942,46.7703283738753
test_00943,89.09945160996497
test_00944,40.556916041924545
test_00945,18.398629520312
test_00946,41.484357899881715
test_00947,16.961074266166136
test_00948,21.61466021985372
test_00949,16.38672230454872
test_00950,17.57702228971207
test_00951,29.722236413026792
test_00952,21.695013768946854
test_00953,42.393272847569946
test_00954,22.30451513179529
test_00955,13.336250653804868
test_00956,48.31474049845705
test_00957,15.27151652913621
test_00958,25.513955825408992
test_00959,28.750689442400823
test_00960,69.57894297580631
test_00961,24.924450803917676
test_00962,38.9324315506182
test_00963,39.25992810050775
test_00964,23.154035019966717
test_00965,46.10212422432596
test_00966,33.260370941798364
test_00967,21.700280151603916
test_00968,55.6767526174624
test_00969,22.389532328343023
test_00970,14.7751409821572
test_00971,21.41803359632978
test_00972,15.493583948594235
test_00973,90.38504521028588
test_00974,33.85451847643825
test_00975,34.43150642276405
test_00976,20.76475994376661
test_00977,17.474621995612985
test_00978,25.39207700390174
test_00979,24.431220885367498
test_00980,73.19785465960561
test_00981,21.259503115543907
test_00982,51.57413143945347
test_00983,23.693723706968772
test_00984,14.807870180061766
test_00985,27.00964602403127
test_00986,35.679030512879294
test_00987,17.515380740935676
test_00988,41.31877364792932
test_00989,28.814294294242057
test_00990,22.919039704840674
test_00991,108.16190171117019
test_00992,11.665560128912563
test_00993,19.196040920225933
test_00994,20.66646240030692
test_00995,33.93183234113171
test_00996,24.008976545140023
test_00997,14.90724141458063
test_00998,40.27650617104716
test_00999,25.875437309183916
test_01000,33.167274179682764
test_01001,18.747978081250714
test_01002,37.31613333163259
test_01003,19.684157166455545
test_01004,49.590618872005145
test_01005,34.96663487878912
test_01006,56.10287728753201
test_01007,33.67840903268467
test_01008,42.05313951826183
test_01009,28.56235034041839
test_01010,52.20775326571339
test_01011,43.308836566071335
test_01012,62.466793340814874
test_01013,22.658714773844558
test_01014,31.72230184880964
test_01015,47.83753548802324
test_01016,27.137914050922518
test_01017,27.538791927154683
test_01018,30.17752278722536
test_01019,31.28427473424086
test_01020,51.085064008094704
test_01021,50.47715800906926
test_01022,16.534369019831566
test_01023,15.681741152470574
test_01024,21.27358845207204
test_01025,53.642986295301924
test_01026,20.43552330257129
test_01027,20.31456477935281
test_01028,17.531535656296565
test_01029,34.80322380432982
test_01030,25.809133190469947
test_01031,37.2455360685248
test_01032,16.568938806115927
test_01033,24.704369210560994
test_01034,99.20453346660459
test_01035,17.199231565054
test_01036,41.93451898579491
test_01037,18.926661364428213
test_01038,44.70485272646364
test_01039,19.4566494530399
test_01040,46.65700764715751
test_01041,46.41164295764842
test_01042,16.129775667842583
test_01043,19.463726412296527
test_01044,24.21972565041222
test_01045,25.97249486304896
test_01046,31.699143758640343
test_01047,44.1453563543907
test_01048,20.235397206020036
test_01049,14.511410835045208
test_01050,46.449810200139325
test_01051,24.022051527433018
test_01052,25.821048922351203
test_01053,42.467285690308955
test_01054,28.604045345087474
test_01055,9.583782294149767
test_01056,19.015076422709285
test_01057,29.171731261558943
test_01058,48.53028873270383
test_01059,19.770412953516857
test_01060,11.118634619367544
test_01061,24.22842096424465
test_01062,29.609894918343468
test_01063,11.525899800269931
test_01064,58.95921602298772
test_01065,24.524312737725495
test_01066,22.419597186595514
test_01067,14.16978696809306
test_01068,68.31742285119758
test_01069,27.89000806964365
test_01070,44.51368541374016
test_01071,43.81131490121477
test_01072,100.78627535865664
test_01073,13.641269607956719
test_01074,13.54288495549208
test_01075,34.87977944034181
